Q	A	label
재미,뭔가,여자,지금,그냥,기분,여자	ㅅㅂ 재미가 없네 우웅 할때는 뭔가 귀여운 여자가 된 거 같았는데 지금은 그냥 기분 ㅈ같아서 글 싸기도 귀찮은 여자다	0
빙의,카타르,시스	미친년 빙의해서 카타르시스를 느끼고 있었는지도 몰라	0
애교,부리고,어리광,판도라,상자	나도 애교부리고 싶고 치근덕거리고 싶고 어리광 피우고 싶은데 하아 판도라의 상자를 열었네	0
이번	이번 생엔 안된단 말이네	0
그것,자아	그것이 내 자아다	0
보고,댓글,이제,플러팅,귀척	찐친이 내 인별보고 역겨워서 댓글 못달겠다고 함 휴... 이제 플러팅도 그만하고 귀척도 관둬야겠다 ㅠㅠ	0
다행,스트레스,해소	이런곳이라도 있어서 다행이다 스트레스해소 잘되는거같아	0
제일,다음	난 손이 제일 좋더라 다음은 팔	0
스님	왜 스님하는지 알거같기도 해	0
사람,리셋,버튼	왜 사람은 리셋버튼이 없을까	0
앗줄,기대,감치,포기	썩은 동앗줄인지 아닌지도 모르는 줄을 잡아서라도 기대를 할지 아니면 일찌감치 포기하고 편안하게 받아들일지	0
누군가,이상,감정	누군가 나를 싫어하는 일에 내가 더 이상 감정을 낭비하지 않았으면	0
그냥,경험,대체,이지,생각	그냥 그 경험이 너무 이상하고 낯설어서 이게 대체 무슨일이지 싶은 생각을 하는 중	0
자격	난 슬퍼할 자격도 없는데 미안해서 슬픈건지 버려져서 슬픈건지 모르겟어	0
시발,진짜,개패	시발 진짜 개패고싶다 미친새낀가	0
내장,씨발,니애미,장례식,육개장	내장으로 씨발 회쳐서 니애미 장례식때 육개장에 넣어줄까?	0
일진,무리	일진무리들 무서워	0
시간,아무,의미	몇 년간의 시간이 너무나도 빠르게 지나갔다 아무 의미 없이	0
아무,의미	너 없이는 아무 의미도 없어	0
씨발	왜태어났어 씨발!!!!!!!!!!!	0
초록,빈티,그린,초록색	초록 빈티지그린 눈에ㅠ좋은 초록색~	0
안경,주인공	ㄹㅇ...안경잽이주인공 눈에안드러옴	0
병신,잠깐	나도 병신같은게 왜 그걸 또 잠깐 잘해준다도 잊고있었을까ㅋㅋ	0
개좆,눈치	니 개좆같아서 애들이 피하는데 눈치가 좆도 없는거냐	0
아주	아주 빨리 아니 내가 너무 다 드러냈나	0
일부러	그래서 일부러 그런거잖아	0
사오	맛있는거 사오라고 해라	0
치매,존나	치매 존나 있는 것 같은데	0
인생,다시	인생 다시살고싶네	0
자꾸만,사람,박아,고해	자꾸만 사람들이 정박아라고해	0
생각,안나,제발,제발	너밖에 생각안나 제발 좋아해줘 제발	0
자존감,사랑,하루,종일,생각,만큼,잔뜩	자존감 낮은 너를 너무 사랑해서 니가 하루종일 내 생각밖에 못 할 만큼 잔뜩 괴롭히고 싶어	0
다시	그럼 나도 널 다시 좋아할게	0
씨발,때문,게임	아 씨발 뭐 때문이지 너무 오랜만에 게임했나	0
기분,뭔가,느낌	기분탓인가...뭔가 작아진 느낌이	0
그대	그대도 나와 같은 꿈 꾸어왔다고	0
혼령	별이되게해달라 착한혼령이되게 해달라	0
인생	높다면 내 인생은 달라져있을텐데 행복할텐데	0
인생,그냥	내 인생은 태어날 때부터 그랬으니 그냥 그러려니 해	0
어케	어케 하면 재밌어짐 가르쳐줘	0
지금	지금 너무 불안하고 초조해서 미치겠다	0
생각	ㅂㅅ같다 왜이리 생각없이 말할까 ㅂㅅ같이	0
니놈,기침	틀니놈 기침하네 불안하게	0
밤일,먼저	왜 밤일이 먼저일까요	0
시작,인생	끝은 있는 걸까 시작뿐인 내 인생에	0
문학,재능,그때,바로,머리,정리,싸움	나는 문학쪽에 재능이 없나봐 그때는 바로 못말하고 머리속으로 정리를 여러번 해야 간신히 나오네 그래서 말싸움도 못해	0
방송,보기,대신	 화 그만 내고 방송 즐겁게 해 잘되는 것 같아 보기 좋더라 내가 없으니 행복하진 말고 대신 불행하지도 말자	0
기억,이름	다정한 기억과 그리운 이름	0
존나,양팔,보고,스트레스,존나,부수,졸라,인생,시발	이렇게 존나 양팔로 내려찍고싶다 뾰족한걸로 쑤셔보고 싶음 스트레스 존나 받으니까 다 때려 부수고 싶고 목 졸라 죽여버리고 싶음. 근데 참을거야. 흑흑 인생 시발아~~	0
모두	모두한테 미안하고 ㄱ	0
소리,소문,얼마나	딱 눈 감았을때 소리 소문 없이 죽으면 얼마나 좋아	0
때문,때문	나때문에다 다 나때문에	0
눈물,계속,계속,비참	눈물만 계속 나오고 그냥계속비참핟비참해	0
반대,휴일,일찍	반대로 휴일에는 ㅈㄴ 쓸데없이 일찍 눈 떠짐	0
사람,사람,상담사,슈퍼히어로,어른	힘든사람을 안아주면 그사람이 상담사고 슈퍼히어로고 어른이에요	0
이상,상처	더이상 상처받기 싫은데	0
광대,사람	웃지않는 광대를 좋아해줄 사람이 있을까요	0
그것,운명,사람	그것도 내 운명이겠지 머 내가 만드는 나의 신을 믿어 좋은 사람을 알아 볼 수 있을거야	0
이제,라이트	이제 눈에 라이트 키고 찾는다	0
씨발	씨발 ㅋㅋ 짜증나	0
미움	미움 쫌 살 짓 하지마라	0
존나	존나어이업고짜증남	0
돌이,새끼,브랜드,존나,달라,시발,쪼잔	짠돌이새끼가 브랜드존나따지네 돈을달라고 시발 쪼잔아	0
당장,반도,촬영,무리,상태	당장 반도 촬영해도 무리없는 상태	0
수만	짜증나 다 잊고 살고 싶어 다 놓을 수만 있다면	0
대해,사람	오래전 날 따뜻하게 대해주셨던 분이 나와서 그 사람이 참 묵묵하게 견뎌내고 있다고 하더라 웅	0
앞좀,재발	앞좀 보게해줘 재발	0
하루,하루,시작	살아내야 하는 하루 또 하루가 시작됐어.	0
진짜	나만 아직도 못잤다고 개같네 진짜	0
쿨쿨,자네,진짜,싸이코,새끼,씨발,상종,진짜	남은 못자게 하고 지는 쿨쿨 자네 진짜 미친 개 싸이코새끼 아오 씨발 상종도 하기싫다 진짜	0
시간	몇시간이고 있고싶다	0
스트레스,해소	하 짜증나 짜증난다 열받는다 스트레스 해소하자	0
양치,일기	양치 다 햇서 일기쓰고 자야지	0
자신	그런걸 바라는 나 자신이 너무 한심하기도 하고   이런 나를 놓친 너가 한심하기도 하다 	0
의지,자살,의지,대체	살 의지도 없어 자살할 의지도 없어 그럼 대체 뭐해야 함??????????????????	0
사람,하루아침,자살,자살,의지력,거지	괜히 열심히 살던 사람이 하루아침에 자살하는 게 아님 자살도 그럴 만한 의지력이 있어야 하는 거지	0
날씨,매달	이 날씨에 산에서 매달면 너무 추울 거 같아	0
사람,투신,매달,장소,찾기,은근,투신	사람들이 괜히 투신하는 게 아니다 싶네 매달 만한 장소 찾기가 은근 마땅찮다 투신은 몸만 던지면 끝인데	0
별로,친구,느낌	봐도 별로 좋지도않고 뭐...그냥저냥 친구같은 느낌이네	0
달라	죽여달라고 안아프게	0
엄마,누가,보고,근거리,생각,울면,엄마,소리,생각	엄마 앞에서 누가 나보고 수근거리는 생각드는게 나는 너무 짜증난다고 했는데 울면서 엄마가 소리지르면서 이상한생각 하지 말라고 했어	0
그냥,인생	그냥 내 인생이나 다름없었는데	0
감정,이건	와... 음 새로운 감정이네 이건	0
사람,단점,보이,슬슬	좋아하는 사람 단점만 보이면 슬슬 정 떨어진거임?	0
개시,존나,씨발	개시팔존나좆같음씨발년아	0
모든,희망이,요즘	삷의 모든 희망이 사라진것같다...  요즘은 날마다 우는 것 같다...	0
구나	더 늘어나는 구나	0
회사,진짜,기분	내 첫회사였는데 진짜 기분 이상하다	0
하루하루	하루하루가 괴롭다	0
마사지,마통,하이,타이,추천,사용,사람,사람,마다,추천,사람,제일,어디,사람	마사지 받을라 하는데  마짱 마통 하이타이 이렇게 추천해주던데 사용해본사람?  사람들 마다 추천이 다 다르다 마짱 쓰라는 사람은 제일 많고 어디쓸지 모르겟다  써본사람 도와줘라	0
기분,느낌	아니 기분 좋은건 아니고 그 느낌이 맘에 듦	0
진짜,나라,국민,자수,사직서,사람,근처	니네가 진짜 나라를 위하고 국민을 위한다면 자수해 사직서 내고 사람들 근처에도 가지마	0
계속	눈감고싶니 베게로 숨막히고 싶다 계속숨막히고시ㅠ다	0
와중,인정	그와중에 아싸인건 인정못해	0
사람	나눌만핝사람이 없군	0
생각,본능	생각이라는게 없어지고 본능만 남게됨	0
씨발,진짜,병신,생각	씨발 진짜 병신같음 하는 생각들이	0
오늘,일도	오늘 아무일도 없기를	0
죽음,반복	내가 만드는 신은 이미 삶과 죽음을 수없이 반복하고 있어서일거야	0
상상,세계	나를 살게하는 신이나 나를 죽게하는 신이나 내가 만드는 상상 속의 신과 그 세계에 속할 뿐이야	0
그게,구원,부활,다해	그게 구원이야 부활이야 1초 뒤에 죽는다해도	0
스스로,가죽,순간,인간,인생,생명,의미,세례,순간	스스로 두꺼운 가죽 밑의 여린 피를 느낄 수 있다면 그 피를 가여워 할 수 있다면 그 순간 인간이고 인생과 생명과 삶의 의미와 신에게 세례를 받는 순간일거야	0
그거	그거 몇 알 삼키는게 왜이렇게 싫을까	0
고통,허상	내 고통은 허상이 아닌걸 이걸 어쩌나 아	0
어젠,저녁,라면,우유,부어,그냥,직전,시발,소울푸드	ㅡ어젠 저녁도 안먹었다  그뿐이야  아니면 라면에 우유 부어 먹던지  그냥 죽기 직전인가? 시발  왜 소울푸드가 땡기냐	0
누가	곁에 누가 있지? 몰갰어	0
얼굴,표정,머리카락,모든,윤기,생기	얼굴도 표정도 머리카락도 모든게 윤기와 생기를 잃었더	0
그거,소화,배변,때문,스트레스,우어,우어,얼씬	맛있는 거 먹으면 행복하긴 한데 그거보다 소화와 배변 때문에 오는 스트레스가 후우어우어어우어우얼씬 큼	0
베르테르,효과,둘리,느낌,기분,최소	너무 베르테르 효과에 휘둘리는 느낌이라 좀 기분 나쁨.. 최소 한 달은 있다가 죽어야지	0
언어,활동,언어,능력,퇴화	언어 활동을 하도 안 하다 보니 언어 능력이 많이 퇴화한 듯	0
생각,하나,사람,생각	불쌍하다 슬프다 이런 생각 하나도 안 들고.. 저렇게 대단한 사람도 죽는데 난 왜 아직도 못 죽고 있을까 이런 생각밖에 안 듦	0
좀비,소화,배변,수면	좀비는 소화 배변 수면 필요없잖아	0
이유,반봉,지랄,자고,진짜,스트레스	이유는 모르겠는데 반봉지만 먹어도 속 뒤틀리고 지랄남 먹고 싸고 자고.. 이거 세 개가 진짜 너무 스트레스임	0
사람,입장,생각,혼잣말,그게	나한테는 안 좋은 것 같음 내가 듣는 사람 입장 생각하면서 말하는 걸 잘 못하는데 혼잣말하면 그게 더 심해지는 거 같음	0
초등학생,사회,생활,과장,하나	초등학생보다 사회 생활을 못 함 과장 하나도 없이	0
여기,사람	여기에 나보다 못난 사람은 없을 듯 난 할 줄 아는 게 아무것도 없는 것 같아	0
과민성,대장,시발	날 그만 아프게 해줘 과민성 대장 시발	0
사람	사람들도 미쳐돌아간다	0
사랑	사랑해 그리고 좋아해	0
그때,그때,아무,미련	그때가 딱 깔끔하게 죽을 수 있는 때였는데 그때 너만 안 만났으면 아무 미련 없이 죽을 수 있었을 텐데	0
무관심,자살,점점,관계,자살	무관심 속에서 자살하고 싶은데 점점 관계가 늘어나서 자살하기도 힘들어진다	0
사인,자살,가장	사인은 자살이 가장 유력할 거 같음	0
스트레스	스트레스가 너무 많아	0
오늘,자고,내일	오늘 자고 내일 눈을 못뜨면 좋겠다	0
으이잉,감정,사랑	으이잉 이감정 사랑이다	0
돌대가리,새끼,지능,새끼,정신연령,새끼,히키,사람,이용만,새끼,친구,공부,새끼	돌대가리새끼 지능낮은새끼 정신연령 낮은새끼 그러니 히키가 됬지 사람들한테 이용만 당하는 새끼 친구하나없는 공부도 못하는 찐따새끼	0
다이아,격전	그리고 다이아승격전	0
새끼,존재,이유	이새끼들은 존재 이유가뭐인	0
모리,시리즈,일곱,존나	이모리 시리즈 다 합해서 한 일곱 번 죽었네 존나 불쌍함	0
인생,진짜	사는게 인생 진짜 힘드네	0
속도,시간,얼마나	낮에도 이런 속도로 시간이 흐르면 얼마나 좋아	0
사실,스트레스,자체,스트레스	내가 3시 30분에 깨어있단 사실에 스트레스를 받는 거 자체가 스트레스고 걍 죽었으면 좋겠음	0
매일,생각	그래서 매일 밤마다 내 생각해 줬으면 좋겠어	0
머릿속,옥타브,고음,현실,옥타브,제대로,느낌	머릿속에선 3옥타브 3단 고음 지르고 있는데 현실은 2옥타브도 제대로 못 뚫는 느낌임	0
주변,개빡,대가리,새끼,씨발	어떻게 주변에 개빡대가리새끼들밖에 없지 씨발	0
그냥,어미,새끼,동물,마냥,목덜미,꼼짝,먼산,어디	그냥 어미가 물고가는 새끼 동물 마냥 목덜미를 물려서 꼼짝도 못하고 대롱대롱 그저 흔들리면서 먼산만 본다 .....ㅎㅎ 어디로 갈까 ....	0
연락,제발	톡도하지말고... 연락좀 제발 하지 말라고... 나도 바뻐	0
치즈케이크,쓰레기	치즈케이크 외엔 죄다 쓰레기	0
정말,머리,어깨,잡고,자꾸,생각,손가락	아 정말 머리채가 아니라 어깨를 잡고 눌러서 주저앉히는 것 같아 왜 자꾸 생각하면 약해지고 힘이 빠지는 걸까 뭐라고 하고 싶어도 손가락에 힘조차 안들어가	0
누가,해도,마음,정신,조금,방어,그거,공격,최선,방어	누가 뭐라고 해도 네 마음과 몸과 정신은 네가 다치질 않길 바래 그러니 조금만 방어하자 그거 아니 공격이 최선의 방어다	0
지금,업무,시간	너무도 ㅈ같지만 지금 내 업무시간인데도 말이야	0
볼때,병신	니네 볼때마다 병신같은데 안쓰러움	0
안검,하수,꼬리,시너지,때문,씨빨,표정,지랄	안검하수랑 째진 눈꼬리 시너지 때문에 씨빨  걍 편하게 있는 건데 왜 똥씹은 표정이냐고 지랄함	0
감고,내일	눈 감고 내일 뜨고 싶다	0
연기,살해,우울,증명	에휴 연기 잘하는 게 죄지 자 살해서 내 우울감을 증명해주고 싶다	0
그냥,병신,사람,그것,과대,평가,어쨌거	난 아랫집이 그냥 병신인 줄 알았는데 (그래도 사람으로 봄) 그것도 과대평가 였다는 걸 깨달았다  풉- 어쨌거나 웃겼다	0
존나,오크,장애,존재,정말	존나게 미안합니다 오크같이 좆같이 생겼는데 찐따 ㅂㅅ 장애라 더 미안합니다 나같은 존재는 남들 눈에 띄지않게 조용히 찌그러져 살아야 하는데 정말 미안합니다	0
잠애,가장	잠애 들어을때가 가장 행복해	0
의미,무엇,소화	내가 남기는 것에 의미가 있는 듯 해 적어도 나에게는 그래서 나는 무엇을 가진 것보다는 나에게 주어진 것을 씹고 소화시키고 다듬어서 전해주는 것이 더 기뻐	0
누구,인정,무명,시인,오염,순수,무결,영혼,인간,그것,하나,모든	누구의 인정도 받지못하는 무명의 시인이라도 오염되지 않은 순수 무결한 영혼을 지켜냈다면 인간이었던 그것 하나만으로 모든 걸 가진 것 아닐까	0
시간,아내,점점,보석,무엇	시간이 깍아내는 내가 점점 보석이 되가는데 무엇이 더 필요할까?	0
